Model:	LI-7500A Open Path CO2/H2O Analyzer
SN:	75H-2202
Instrument:	AIU-0702
File Type:	2
Software Version:	5.0.3
Timestamp:	18:15:00
Timezone:	America/Buenos_Aires
DATAH	Sequence Number	Diagnostic Value	Date	Time	CO2 Absorptance	H2O Absorptance	CO2 (mmol/m^3)	H2O (mmol/m^3)	Temperature (C)	Pressure (kPa)	Aux 1 - U (m/s)	Aux 2 - V (m/s)	Aux 3 - W (m/s)	Aux 4 - SOS (m/s)	Cooler Voltage (V)	CO2 (umol/mol)	H2O (mmol/mol)	Dew Point (C)	AGC	H2O Sample	H2O Reference	CO2 Sample	CO2 Reference	CHK
DATA	4608176	245	2014-03-18	18:18:27:600	0.0809651	0.0407619	14.7559	268.193	22.5228	94.7495	0.0653013	-0.238758	-0.0306102	341.821	2.02146	382.816	6.95783	0.992787	37.5	41406.5	42745	38044.5	42246	  0
DATA	4608206	245	2014-03-18	18:18:27:700	0.0809496	0.0407794	14.7522	268.333	22.526	94.7495	0.0204067	-0.228555	-0.0395382	341.807	2.02152	382.725	6.96153	0.995474	37.5	41407.5	42746	38046	42247	103
DATA	4608236	245	2014-03-18	18:18:27:800	0.0809336	0.0407729	14.7484	268.28	22.5309	94.7495	0.00816267	-0.220392	-0.0436196	341.795	2.02152	382.621	6.96005	1.00109	37.5	41408.5	42746.5	38046	42247.5	 24
DATA	4608266	245	2014-03-18	18:18:27:900	0.0809476	0.0407736	14.7516	268.286	22.5325	94.7495	0.0326507	-0.212229	-0.0130094	341.806	2.02152	382.712	6.96031	0.997506	37.5	41405.5	42744.5	38043	42246	226
DATA	4608296	245	2014-03-18	18:18:28:000	0.0809812	0.0407877	14.7595	268.4	22.5357	94.7495	0.0653013	-0.228555	-0.00943816	341.776	2.02146	382.922	6.96337	1.00015	37.5	41406	42744	38042	42246	193
DATA	4608326	245	2014-03-18	18:18:28:100	0.0810124	0.0407771	14.7668	268.313	22.5389	94.7518	0.09183	-0.228555	0.00714239	341.792	2.02152	383.106	6.96108	1.00191	37.5	41406.5	42745.5	38041.5	42247	160
DATA	4608356	245	2014-03-18	18:18:28:200	0.0810314	0.0407959	14.7711	268.463	22.5421	94.7542	0.067342	-0.220392	0.0201517	341.849	2.02152	383.208	6.96478	1.00582	37.5	41405.5	42745.5	38041	42247	 54
DATA	4608386	245	2014-03-18	18:18:28:300	0.0810338	0.0407991	14.7717	268.49	22.5453	94.7542	0.09183	-0.189782	0.0367323	341.866	2.02146	383.238	6.96571	1.01246	37.5	41405.5	42745.5	38041	42247	252
DATA	4608416	245	2014-03-18	18:18:28:400	0.0810548	0.0408037	14.7766	268.526	22.5486	94.7518	0.06122	-0.220392	0.0354569	341.869	2.02136	383.369	6.96672	1.01348	37.5	41404	42743.5	38039.5	42245.5	141
DATA	4608446	245	2014-03-18	18:18:28:500	0.0810413	0.0408218	14.7733	268.67	22.5518	94.7542	0.0877487	-0.226514	0.0525476	341.863	2.02152	383.273	6.97029	1.02048	37.5	41404	42745	38041	42246	137
DATA	4608476	245	2014-03-18	18:18:28:600	0.0810222	0.0408225	14.7693	268.682	22.5566	94.7495	0.0714233	-0.259165	0.0734646	341.853	2.02146	383.214	6.97142	1.02794	37.5	41404.5	42744.5	38042	42246.5	233
DATA	4608506	245	2014-03-18	18:18:28:700	0.0810153	0.0408338	14.7675	268.77	22.5614	94.7495	0.0591793	-0.304059	0.0946366	341.845	2.02146	383.154	6.97347	1.02354	37.5	41405	42745	38043	42246.5	255
DATA	4608536	245	2014-03-18	18:18:28:800	0.0809893	0.0408196	14.7613	268.655	22.5646	94.7495	0.0510167	-0.322425	0.11887	341.817	2.02131	382.995	6.97048	1.01384	37.5	41405.5	42745.5	38044	42246.5	153
DATA	4608566	245	2014-03-18	18:18:28:900	0.0809785	0.0408244	14.7588	268.694	22.5678	94.7518	0.055098	-0.295897	0.127543	341.793	2.02141	382.936	6.9716	1.01729	37.5	41405.5	42746	38043.5	42247	 43
DATA	4608596	245	2014-03-18	18:18:29:000	0.0809815	0.0408159	14.7595	268.625	22.571	94.7495	0.102033	-0.297937	0.123971	341.83	2.02157	382.957	6.96987	1.0219	37.5	41405	42746	38043.5	42248	 73
DATA	4608626	245	2014-03-18	18:18:29:100	0.0810032	0.0408281	14.7645	268.722	22.5742	94.7542	0.136725	-0.271409	0.0829027	341.868	2.02146	383.083	6.97233	1.02528	37.5	41405.5	42746	38044	42247	227
DATA	4608656	245	2014-03-18	18:18:29:200	0.0809743	0.0408273	14.7578	268.717	22.5774	94.7518	0.138765	-0.3061	0.0423442	341.882	2.02131	382.926	6.97249	1.02231	37.5	41404	42744.5	38043	42246	142
DATA	4608686	245	2014-03-18	18:18:29:300	0.0809787	0.0408197	14.7589	268.657	22.5822	94.7518	0.27549	-0.259165	0.0137746	341.844	2.02146	382.966	6.97114	1.01172	37.5	41404	42744	38043	42245.5	231
DATA	4608716	245	2014-03-18	18:18:29:400	0.0809711	0.0408085	14.7571	268.565	22.5871	94.7518	0.12244	-0.12244	0.0653018	341.826	2.02152	382.913	6.96868	1.0131	37.5	41407	42746.5	38045.5	42247.5	 21
DATA	4608746	245	2014-03-18	18:18:29:500	0.0809517	0.0407997	14.7525	268.494	22.5903	94.7495	0.144887	-0.0469353	-0.00714239	341.786	2.02157	382.795	6.96685	1.01458	37.5	41406.5	42747.5	38046	42248.5	138
DATA	4608776	245	2014-03-18	18:18:29:600	0.0809611	0.0408166	14.7547	268.63	22.5919	94.7518	0.140806	-0.048976	-0.026784	341.779	2.02131	382.86	6.97051	1.01758	37.5	41407.5	42746.5	38046.5	42248	111
DATA	4608806	245	2014-03-18	18:18:29:700	0.080941	0.0408005	14.7498	268.498	22.5983	94.7542	0.173457	-0.0387727	0.0163255	341.842	2.02152	382.726	6.96694	1.00762	37.5	41405	42744.5	38044	42246	  7
DATA	4608836	245	2014-03-18	18:18:29:800	0.0809505	0.040804	14.7523	268.531	22.6031	94.7495	0.146928	-0.0755047	0.0288246	341.918	2.02136	382.821	6.96835	1.01251	37.5	41405	42744.5	38044.5	42246	 81
DATA	4608866	245	2014-03-18	18:18:29:900	0.0809424	0.0408036	14.7504	268.527	22.6064	94.7518	0.134684	-0.0714233	0.0295899	341.98	2.02146	382.771	6.96824	1.03425	37.5	41401.5	42743.5	38044.5	42245	196
DATA	4608896	245	2014-03-18	18:18:30:000	0.0809137	0.0408796	14.7438	269.14	22.6096	94.7472	0.15305	-0.116318	0.0984629	342.029	2.02146	382.614	6.98444	1.04551	37.5	41402	42745	38047	42246	 44
DATA	4608926	245	2014-03-18	18:18:30:100	0.0808864	0.0408702	14.7373	269.063	22.6144	94.7542	0.189782	-0.0959113	0.151776	342.048	2.02131	382.438	6.98229	1.04976	37.5	41401	42744.5	38045	42246	246
DATA	4608956	245	2014-03-18	18:18:30:200	0.0809307	0.0409102	14.7475	269.383	22.6176	94.7518	0.134684	-0.148969	0.129073	342.061	2.02146	382.696	6.99048	1.05445	37.5	41402	42745	38044	42246	102
DATA	4608986	245	2014-03-18	18:18:30:300	0.0809529	0.0408783	14.7529	269.13	22.6224	94.7542	0.138765	-0.220392	0.0920858	342.047	2.02141	382.865	6.9844	1.04918	37.5	41401	42744.5	38043	42245.5	244
DATA	4609016	245	2014-03-18	18:18:30:400	0.0809639	0.0408933	14.7551	269.244	22.6256	94.7565	0.144887	-0.193863	0.0910655	342.066	2.02141	382.886	6.98676	1.04448	37.5	41399.5	42742.5	38042.5	42243.5	 54
DATA	4609046	245	2014-03-18	18:18:30:500	0.0809311	0.0408859	14.7476	269.187	22.6305	94.7565	0.118359	-0.144887	0.0558637	342.078	2.02162	382.718	6.98574	1.05041	37.5	41399.5	42743	38044	42244.5	113
DATA	4609076	245	2014-03-18	18:18:30:600	0.0809141	0.0408916	14.7436	269.233	22.6353	94.7565	0.136725	-0.132643	0.0247433	342.064	2.02136	382.619	6.987	1.04556	37.5	41403	42745.5	38047	42247	128
DATA	4609106	245	2014-03-18	18:18:30:700	0.0809053	0.0408756	14.7417	269.107	22.6385	94.7518	0.09183	-0.142847	0.00663222	342.049	2.02152	382.587	6.98406	1.04777	37.5	41400.5	42744	38046	42245.5	 76
DATA	4609136	245	2014-03-18	18:18:30:800	0.0808913	0.0409004	14.7384	269.306	22.6433	94.7542	0.0775453	-0.118359	0.0558637	342.093	2.02146	382.502	6.98923	1.06125	37.5	41401.5	42744.5	38047.5	42246.5	 65
DATA	4609166	245	2014-03-18	18:18:30:900	0.08088	0.0408943	14.7357	269.255	22.6482	94.7495	0.140806	-0.0510167	0.0979528	342.053	2.02157	382.431	6.98792	1.05153	37.5	41400.5	42744	38047	42245.5	 39
DATA	4609196	245	2014-03-18	18:18:31:000	0.0808767	0.0409028	14.735	269.327	22.6514	94.7495	0.191823	-0.036732	0.098718	342.01	2.02141	382.433	6.9901	1.05821	37.5	41401.5	42745.5	38048	42247	120
DATA	4609226	245	2014-03-18	18:18:31:100	0.0808771	0.0409077	14.7349	269.362	22.6546	94.7565	0.12244	-0.06122	0.0874943	341.997	2.02152	382.409	6.99066	1.05827	37.5	41401	42745	38047	42247	 47
DATA	4609256	245	2014-03-18	18:18:31:200	0.0809	0.0409049	14.7404	269.341	22.6594	94.7518	0.165294	-0.085708	0.124227	342.063	2.02131	382.57	6.99046	1.06107	37.5	41400	42744.5	38047	42245.5	 61
DATA	4609286	245	2014-03-18	18:18:31:300	0.0808747	0.0409255	14.7344	269.507	22.6643	94.7588	0.163253	-0.0938707	0.174478	342.129	2.02141	382.418	6.9948	1.07261	37.5	41398.5	42744	38046.5	42245	 62
DATA	4609316	245	2014-03-18	18:18:31:400	0.0808623	0.0409332	14.7315	269.569	22.6675	94.7542	0.138765	-0.0816267	0.127543	342.085	2.02152	382.349	6.99653	1.07142	37.5	41400	42745.5	38048	42246.5	 86
DATA	4609346	245	2014-03-18	18:18:31:500	0.0808694	0.0409353	14.7334	269.589	22.6707	94.7518	0.187741	-0.0510167	0.0755053	342.042	2.02146	382.422	6.99749	1.07258	37.5	41399	42745	38047.5	42246	 61
DATA	4609376	245	2014-03-18	18:18:31:600	0.08087	0.0409445	14.7333	269.659	22.6755	94.7518	0.21427	-0.085708	0.00790764	341.976	2.02136	382.404	6.99904	1.07951	37.5	41399	42745	38047.5	42247	179
DATA	4609406	245	2014-03-18	18:18:31:700	0.0808871	0.0409639	14.7375	269.819	22.6803	94.7495	0.216311	-0.126521	-0.0104585	341.908	2.02146	382.535	7.00359	1.08574	37.5	41398.5	42745	38048.5	42247	141
DATA	4609436	245	2014-03-18	18:18:31:800	0.0808669	0.0409729	14.7327	269.892	22.6852	94.7518	0.216311	-0.097952	-0.0198967	341.839	2.02131	382.418	7.00559	1.0908	37.5	41396.5	42744	38047	42245	 19
DATA	4609466	245	2014-03-18	18:18:31:900	0.0808699	0.0409778	14.7331	269.927	22.69	94.7518	0.216311	-0.118359	-0.0278043	341.762	2.02146	382.405	7.00607	1.08568	37.5	41398.5	42744.5	38048.5	42246.5	251
DATA	4609496	245	2014-03-18	18:18:32:000	0.0808658	0.040958	14.7323	269.769	22.6932	94.7542	0.202026	-0.132643	-0.0380077	341.786	2.02146	382.4	7.00228	1.08638	37.5	41396.5	42743.5	38047	42245	233
DATA	4609526	245	2014-03-18	18:18:32:100	0.0808605	0.0409645	14.7312	269.822	22.6964	94.7542	0.191823	-0.148969	-0.00918307	341.79	2.02157	382.387	7.00396	1.07962	37.5	41399	42745	38047	42246	216
DATA	4609556	245	2014-03-18	18:18:32:200	0.0808879	0.0409352	14.7376	269.587	22.7013	94.7495	0.161213	-0.118359	-0.0372425	341.798	2.02141	382.56	6.99796	1.06607	37.5	41399	42742.5	38043	42244	 10
DATA	4609586	245	2014-03-18	18:18:32:300	0.0809442	0.0408919	14.7508	269.238	22.7061	94.7518	0.208148	-0.112237	-0.0732095	341.798	2.02152	382.912	6.98908	1.04465	37.5	41401.5	42744	38042.5	42245	129
DATA	4609616	245	2014-03-18	18:18:32:400	0.0809605	0.0408662	14.7544	269.028	22.7109	94.7495	0.230595	-0.0999926	-0.0841782	341.772	2.02152	382.991	6.98335	1.04733	37.5	41401.5	42743.5	38043	42245.5	 39
DATA	4609646	245	2014-03-18	18:18:32:500	0.0809661	0.0408702	14.7559	269.063	22.7126	94.7518	0.248961	-0.0999926	-0.0813722	341.734	2.02146	383.058	6.98476	1.04076	37.5	41401.5	42743.5	38042	42245	197
DATA	4609676	245	2014-03-18	18:18:32:600	0.0809852	0.040872	14.76	269.072	22.719	94.7518	0.271409	-0.142847	-0.0790765	341.778	2.02157	383.133	6.98443	1.04883	37.5	41400	42743	38043.5	42244	 97
DATA	4609706	245	2014-03-18	18:18:32:700	0.0809482	0.0408837	14.7518	269.172	22.7222	94.7565	0.289775	-0.18366	-0.0183661	341.963	2.02146	382.962	6.98781	1.05765	37.5	41399	42743	38043.5	42244	 24
DATA	4609736	245	2014-03-18	18:18:32:800	0.0809332	0.0409013	14.7479	269.309	22.7255	94.7565	0.342832	-0.136725	0.0352018	342.017	2.02141	382.834	6.99086	1.06579	37.5	41400	42745	38046.5	42246	237
DATA	4609766	245	2014-03-18	18:18:32:900	0.0808983	0.0409409	14.7399	269.631	22.7303	94.7518	0.340791	-0.106115	0.0992282	342.228	2.02152	382.649	6.99962	1.07518	37.5	41398.5	42743.5	38045.5	42245.5	 61
DATA	4609796	245	2014-03-18	18:18:33:000	0.0809041	0.0409306	14.7415	269.551	22.7351	94.7518	0.340791	-0.0938707	0.0931061	342.27	2.02152	382.711	6.99793	1.08338	37.5	41398.5	42745.5	38049.5	42246.5	 36
DATA	4609826	245	2014-03-18	18:18:33:100	0.0808453	0.0409746	14.7276	269.904	22.7384	94.7495	0.330588	-0.0102033	0.0155602	342.154	2.02146	382.342	7.00696	1.09234	37.5	41398.5	42745	38049.5	42247	131
DATA	4609856	245	2014-03-18	18:18:33:200	0.0808397	0.0409712	14.7264	269.878	22.7416	94.7495	0.232636	-0.104074	0.0619857	342.19	2.02157	382.326	7.00657	1.08702	37.5	41398.5	42745	38049.5	42246	 60
DATA	4609886	245	2014-03-18	18:18:33:300	0.0808285	0.0409554	14.7236	269.747	22.7464	94.7542	0.228555	-0.155091	0.0923409	342.215	2.02157	382.238	7.0029	1.08183	37.5	41399.5	42745.5	38048.5	42247	151
DATA	4609916	245	2014-03-18	18:18:33:400	0.0808517	0.0409414	14.729	269.634	22.748	94.7542	0.185701	-0.181619	0.0979528	342.272	2.02136	382.382	7.00003	1.07792	37.5	41398.5	42744	38048	42245.5	247
DATA	4609946	245	2014-03-18	18:18:33:500	0.0808476	0.0409488	14.7281	269.694	22.7529	94.7565	0.106115	-0.197945	0.118615	342.307	2.02162	382.369	7.00179	1.08246	37.5	41400	42745.5	38050	42247.5	 48
DATA	4609976	245	2014-03-18	18:18:33:600	0.0808435	0.0409456	14.7271	269.669	22.7577	94.7542	0.112237	-0.185701	0.136216	342.331	2.02141	382.348	7.0012	1.08041	37.5	41399	42745.5	38052	42247	125
DATA	4610006	245	2014-03-18	18:18:33:700	0.0807827	0.0409615	14.7132	269.801	22.7625	94.7518	0.073464	-0.161213	0.163255	342.395	2.02152	382.021	7.00527	1.0894	37.5	41398	42745	38052	42246	  5
DATA	4610036	245	2014-03-18	18:18:33:800	0.0807732	0.0409678	14.7109	269.85	22.7658	94.7495	0.073464	-0.179579	0.207384	342.415	2.02162	381.954	7.00642	1.08054	37.5	41399	42744	38048	42245.5	162
DATA	4610066	245	2014-03-18	18:18:33:900	0.0808624	0.0409254	14.7316	269.507	22.7706	94.7518	0.0387727	-0.171416	0.175754	342.376	2.02141	382.489	6.99744	1.06762	37.5	41401.5	42745	38049	42246.5	100
DATA	4610096	245	2014-03-18	18:18:34:000	0.080847	0.0409085	14.728	269.371	22.7722	94.7518	-0.0755047	-0.208148	0.175754	342.389	2.02157	382.398	6.99394	1.07249	37.5	41401.5	42746.5	38047.5	42247.5	249
DATA	4610126	245	2014-03-18	18:18:34:100	0.0809007	0.0409293	14.7406	269.539	22.7771	94.7495	-0.0204067	-0.236717	0.19412	342.44	2.02136	382.735	6.99851	1.067	37.5	41402	42746	38047.5	42248	 72
DATA	4610156	245	2014-03-18	18:18:34:200	0.0809106	0.0409154	14.743	269.429	22.7819	94.7518	-0.03061	-0.21427	0.222689	342.466	2.02131	382.813	6.99591	1.06903	37.5	41402	42746.5	38048.5	42247.5	  7
DATA	4610186	245	2014-03-18	18:18:34:300	0.080883	0.0409095	14.7365	269.379	22.7868	94.7518	-0.079586	-0.204067	0.23774	342.49	2.02157	382.64	6.99457	1.06403	37.5	41402	42746.5	38050.5	42247.5	255
DATA	4610216	245	2014-03-18	18:18:34:400	0.0808408	0.0409065	14.7266	269.356	22.79	94.7472	-0.0163253	-0.222433	0.211211	342.406	2.02146	382.395	6.99413	1.06329	37.5	41402	42746	38050.5	42247.5	242
DATA	4610246	245	2014-03-18	18:18:34:500	0.080826	0.0409055	14.7231	269.347	22.7932	94.7518	-0.0102033	-0.218351	0.179835	342.357	2.02141	382.305	6.99394	1.06839	37.5	41401.5	42745.5	38051	42247.5	152
DATA	4610276	245	2014-03-18	18:18:34:600	0.0808226	0.04091	14.7224	269.385	22.7948	94.7495	-0.036732	-0.199985	0.162744	342.335	2.02152	382.295	6.99507	1.06761	37.5	41401.5	42746	38051	42247	147
DATA	4610306	245	2014-03-18	18:18:34:700	0.080819	0.0409226	14.7216	269.487	22.7997	94.7495	-0.012244	-0.193863	0.129838	342.287	2.02152	382.281	6.99786	1.06824	37.5	41401	42745.5	38052	42247	205
DATA	4610336	245	2014-03-18	18:18:34:800	0.0807823	0.0409209	14.7127	269.468	22.8045	94.7518	-0.055098	-0.228555	0.100759	342.246	2.02136	382.023	6.99688	1.07563	37.5	41401	42745.5	38052	42246.5	 78
DATA	4610366	245	2014-03-18	18:18:34:900	0.0807825	0.0409162	14.7128	269.431	22.8094	94.7565	-0.0714233	-0.21427	0.0755053	342.24	2.02146	382.043	6.99624	1.07262	37.5	41401	42746	38051.5	42248	206
DATA	4610396	245	2014-03-18	18:18:35:000	0.0808275	0.040936	14.7234	269.592	22.8126	94.7565	-0.0163253	-0.187741	0.07474	342.251	2.02157	382.332	7.00066	1.08531	37.5	41399.5	42745.5	38051	42247	  9
DATA	4610426	245	2014-03-18	18:18:35:100	0.0808016	0.0409518	14.7174	269.721	22.8158	94.7518	0.0571387	-0.181619	0.0948917	342.207	2.02146	382.184	7.00414	1.08912	37.5	41398	42745	38053	42246.5	 31
DATA	4610456	245	2014-03-18	18:18:35:200	0.0807507	0.0409797	14.7056	269.946	22.819	94.7495	0.0591793	-0.155091	0.102289	342.207	2.02152	381.885	7.01016	1.1016	37.5	41398.5	42746	38054	42248	145
DATA	4610486	245	2014-03-18	18:18:35:300	0.0807642	0.0409762	14.7084	269.914	22.8239	94.7542	0.0408133	-0.114277	0.126267	342.157	2.02157	381.94	7.00896	1.08467	37.5	41398	42744.5	38051	42246	196
DATA	4610516	245	2014-03-18	18:18:35:400	0.080793	0.0409617	14.7154	269.8	22.8271	94.7495	0.03061	-0.206107	0.0780561	342.152	2.02136	382.145	7.00644	1.09574	37.5	41399	42745.5	38051.5	42247	112
DATA	4610546	245	2014-03-18	18:18:35:500	0.0807975	0.0409753	14.7163	269.908	22.8304	94.7518	0.0265287	-0.204067	0.0540781	342.146	2.02157	382.164	7.00915	1.0867	37.5	41399.5	42745	38050	42247	245
DATA	4610576	245	2014-03-18	18:18:35:600	0.0808218	0.0409441	14.722	269.655	22.8336	94.7542	-0.0204067	-0.195904	0.0510171	342.143	2.02157	382.308	7.00256	1.08264	37.5	41400	42746	38048.5	42247	247
DATA	4610606	245	2014-03-18	18:18:35:700	0.0808584	0.0409511	14.7308	269.716	22.8384	94.7542	-0.0510167	-0.21427	0.0581595	342.156	2.02146	382.566	7.00467	1.08469	37.5	41400.5	42745.5	38047.5	42247	220
DATA	4610636	245	2014-03-18	18:18:35:800	0.0808886	0.0409367	14.7378	269.6	22.8417	94.7495	-0.036732	-0.195904	0.0823926	342.181	2.02146	382.753	7.00171	1.07901	37.5	41401	42746.5	38049	42247.5	 38
DATA	4610666	245	2014-03-18	18:18:35:900	0.0808789	0.0409325	14.7355	269.565	22.8465	94.7495	-0.006122	-0.124481	0.106371	342.19	2.02141	382.692	7.00082	1.08455	37.5	41401.5	42746.5	38049.5	42248	119
DATA	4610696	245	2014-03-18	18:18:36:000	0.0808636	0.0409401	14.7316	269.622	22.8498	94.7542	-0.0285693	-0.114277	0.0607103	342.215	2.02152	382.571	7.0019	1.08115	37.5	41400	42746	38049.5	42247.5	 97
DATA	4610726	245	2014-03-18	18:18:36:100	0.0808652	0.0409487	14.7321	269.693	22.8514	94.7518	-0.0693827	-0.171416	0.0272941	342.239	2.02146	382.598	7.00402	1.0807	37.5	41399.5	42745.5	38049	42247	138
DATA	4610756	245	2014-03-18	18:18:36:200	0.0808619	0.0409472	14.7313	269.681	22.8562	94.7565	-0.0387727	-0.157131	0.0321408	342.248	2.02157	382.579	7.00372	1.08386	37.5	41400.5	42746	38049	42247	 82
DATA	4610786	245	2014-03-18	18:18:36:300	0.0808633	0.040941	14.7319	269.634	22.8594	94.7518	-0.036732	-0.130603	0.0257636	342.222	2.02152	382.622	7.00303	1.08359	37.5	41397.5	42743.5	38046	42244.5	152
DATA	4610816	245	2014-03-18	18:18:36:400	0.0808806	0.0409493	14.7359	269.7	22.8643	94.7495	-0.067342	-0.114277	0.00561188	342.18	2.02131	382.722	7.00468	1.08816	37.5	41398.5	42744	38046.5	42245.5	133
DATA	4610846	245	2014-03-18	18:18:36:500	0.0808834	0.0409443	14.7365	269.659	22.8659	94.7495	-0.0775453	-0.097952	0.00357119	342.167	2.02146	382.737	7.00362	1.08469	37.5	41398.5	42744	38047	42245.5	 18
DATA	4610876	245	2014-03-18	18:18:36:600	0.0808762	0.0409439	14.7347	269.654	22.8708	94.7542	-0.116318	-0.06122	0.0124992	342.138	2.02131	382.687	7.00342	1.0813	37.5	41399	42744	38046	42246	 81
DATA	4610906	245	2014-03-18	18:18:36:700	0.0809001	0.040942	14.7401	269.636	22.874	94.7588	-0.124481	-0.0510167	0.0262738	342.106	2.02167	382.811	7.00264	1.09087	37.5	41399	42744.5	38046.5	42246.5	157
DATA	4610936	245	2014-03-18	18:18:36:800	0.0809037	0.0409473	14.7409	269.679	22.8756	94.7588	-0.0816267	-0.0693827	0.00535679	342.108	2.02152	382.836	7.00383	1.08648	37.5	41398.5	42744	38046.5	42245.5	173
DATA	4610966	245	2014-03-18	18:18:36:900	0.0808811	0.0409473	14.7359	269.683	22.8772	94.7565	-0.102033	-0.0693827	-0.0415789	342.107	2.02157	382.737	7.00449	1.08309	37.5	41398.5	42744	38047	42245.5	254
DATA	4610996	245	2014-03-18	18:18:37:000	0.0808743	0.0409357	14.7342	269.587	22.8837	94.7565	-0.102033	-0.0632607	-0.0831578	342.101	2.02146	382.683	7.00186	1.08526	37.5	41398	42743.5	38046.5	42245.5	 70
DATA	4611026	245	2014-03-18	18:18:37:100	0.0808763	0.0409457	14.7349	269.672	22.8869	94.7542	-0.0224473	-0.0938707	-0.10433	342.1	2.02131	382.733	7.00461	1.0783	37.5	41399.5	42744	38046	42245.5	 12
DATA	4611056	245	2014-03-18	18:18:37:200	0.080886	0.0409079	14.7371	269.365	22.8886	94.7542	-0.0571387	-0.0142847	-0.116319	342.116	2.02141	382.779	6.99647	1.06128	37.5	41400	42743.5	38045	42245	 84
DATA	4611086	245	2014-03-18	18:18:37:300	0.0809158	0.0408813	14.7441	269.151	22.8934	94.7542	-0.0959113	-0.024488	-0.112238	342.094	2.02157	382.969	6.99106	1.05596	37.5	41402	42744.5	38046	42246	 78
DATA	4611116	245	2014-03-18	18:18:37:400	0.0809036	0.0408709	14.741	269.065	22.8966	94.7588	-0.0448947	-0.006122	-0.10382	342.078	2.02146	382.878	6.9886	1.05577	37.5	41401	42742.5	38044	42244.5	 29
DATA	4611146	245	2014-03-18	18:18:37:500	0.0809147	0.0408676	14.7436	269.038	22.8999	94.7588	0.006122	-0.006122	-0.126522	342.075	2.02162	382.951	6.98801	1.06106	37.5	41401	42744.5	38046.5	42246	 60
DATA	4611176	245	2014-03-18	18:18:37:600	0.0809012	0.040886	14.7405	269.186	22.9031	94.7565	0.0265287	-0.0163253	-0.101524	342.059	2.02157	382.872	6.99189	1.05739	37.5	41400.5	42743	38044.5	42244.5	216
DATA	4611206	245	2014-03-18	18:18:37:700	0.0809228	0.0408709	14.7453	269.062	22.9064	94.7588	0.0714233	0.018366	-0.0943816	342.008	2.02152	382.982	6.98838	1.05757	37.5	41401.5	42743.5	38044	42245	138
DATA	4611236	245	2014-03-18	18:18:37:800	0.0809282	0.0408692	14.7466	269.049	22.9096	94.7588	0.12244	0.0693827	-0.0938714	342.012	2.02146	383.027	6.98824	1.04578	37.5	41402.5	42743.5	38045	42245.5	199
DATA	4611266	245	2014-03-18	18:18:37:900	0.080899	0.040841	14.7401	268.826	22.9145	94.7565	0.0755047	-0.00204067	-0.0798417	342.007	2.02152	382.885	6.98297	1.04772	37.5	41402	42744	38044	42245	244
DATA	4611296	245	2014-03-18	18:18:38:000	0.0809368	0.040863	14.7486	268.999	22.9177	94.7542	0.018366	-0.00408133	-0.07474	342.021	2.02131	383.087	6.98708	1.05131	37.5	41401	42742.5	38043.5	42244	 65
DATA	4611326	245	2014-03-18	18:18:38:100	0.0809268	0.0408585	14.7465	268.966	22.9209	94.7542	-0.018366	0.03061	-0.0890248	342.018	2.02152	383.054	6.98664	1.048	37.5	41402	42744	38044	42245	 28
DATA	4611356	245	2014-03-18	18:18:38:200	0.0809367	0.0408506	14.7487	268.901	22.9241	94.7565	-0.0285693	0.0530573	-0.0859638	342.046	2.02141	383.109	6.98491	1.04832	37.5	41401.5	42743	38043	42244.5	230
DATA	4611386	245	2014-03-18	18:18:38:300	0.0809434	0.0408609	14.7504	268.985	22.9274	94.7542	-0.0204067	0	-0.0576493	342.061	2.02157	383.163	6.98728	1.04952	37.5	41401	42742.5	38043.5	42244	 77
DATA	4611416	245	2014-03-18	18:18:38:400	0.0809345	0.0408461	14.7484	268.868	22.9306	94.7565	-0.0755047	-0.0102033	-0.0308653	342.12	2.02141	383.127	6.98451	1.04583	37.5	41402	42743.5	38043.5	42244.5	 36
DATA	4611446	245	2014-03-18	18:18:38:500	0.080942	0.0408393	14.75	268.809	22.9323	94.7542	-0.0653013	-0.00408133	-0.00331611	342.152	2.02136	383.153	6.98274	1.04419	37.5	41402	42744	38042.5	42245	 74
DATA	4611476	245	2014-03-18	18:18:38:600	0.0809641	0.0408449	14.7555	268.86	22.9371	94.7518	-0.03061	-0.0326507	0.0221924	342.182	2.02152	383.334	6.98472	1.03952	37.5	41403.5	42744	38042	42245.5	 61
DATA	4611506	245	2014-03-18	18:18:38:700	0.0809853	0.0408248	14.76	268.691	22.9403	94.7565	-0.00408133	-0.0285693	0.0311204	342.191	2.02152	383.414	6.97967	1.03918	37.5	41402.5	42742.5	38041	42244	159
DATA	4611536	245	2014-03-18	18:18:38:800	0.0809938	0.0408194	14.7622	268.651	22.9452	94.7565	-0.00408133	-0.024488	-0.00433645	342.206	2.02152	383.496	6.97907	1.03169	37.5	41404	42742.5	38041	42244	221
DATA	4611566	245	2014-03-18	18:18:38:900	0.0809848	0.0407866	14.7598	268.383	22.9468	94.7565	-0.006122	0	0.0260187	342.25	2.02172	383.412	6.97171	1.02337	37.5	41406	42744.5	38044	42246	 99
DATA	4611596	245	2014-03-18	18:18:39:000	0.0809565	0.0407789	14.7532	268.321	22.9501	94.7588	-0.036732	-0.00816267	0.0637713	342.26	2.02157	383.244	6.97019	1.01299	37.5	41405	42743.5	38042.5	42244.5	 23
